"activity" "subject" "value" "signal" "action" "measure" "coordinate"
"WALKING_DOWNSTAIRS" "11" 0.291605631956522 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "12" 0.281521097391304 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "13" 0.294907553404255 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "14" 0.293422115555556 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "15" 0.280198851190476 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "16" 0.295586802191489 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "17" 0.29391828326087 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "18" 0.288439468909091 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "19" 0.262688053871795 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "20" 0.296144421355556 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "21" 0.3014610196 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "22" 0.284458963861111 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "23" 0.289897411148148 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "24" 0.288631208909091 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "25" 0.291329666206897 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "26" 0.2792845828 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "27" 0.2975441875 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "28" 0.293642076521739 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "29" 0.293140441083333 "time" "BodyAcc" "mean()" "X"
"WALKING_DOWNSTAIRS" "30" 0.283190646967742 "time" "BodyAcc" "mean()" "X"
"SITTING" "1" 0.261237565425532 "time" "BodyAcc" "mean()" "X"
"SITTING" "2" 0.27708735173913 "time" "BodyAcc" "mean()" "X"
"SITTING" "3" 0.257197599134615 "time" "BodyAcc" "mean()" "X"
"SITTING" "4" 0.27153827992 "time" "BodyAcc" "mean()" "X"
"SITTING" "5" 0.273694139545455 "time" "BodyAcc" "mean()" "X"
"SITTING" "6" 0.276778487454545 "time" "BodyAcc" "mean()" "X"
"SITTING" "7" 0.284674637291667 "time" "BodyAcc" "mean()" "X"
"SITTING" "8" 0.267491472934783 "time" "BodyAcc" "mean()" "X"
"SITTING" "9" 0.24832674354 "time" "BodyAcc" "mean()" "X"
"SITTING" "10" 0.270612056481481 "time" "BodyAcc" "mean()" "X"
"SITTING" "11" 0.276590197358491 "time" "BodyAcc" "mean()" "X"
"SITTING" "12" 0.275007224901961 "time" "BodyAcc" "mean()" "X"
"SITTING" "13" 0.274328499591837 "time" "BodyAcc" "mean()" "X"
"SITTING" "14" 0.279990577037037 "time" "BodyAcc" "mean()" "X"
"SITTING" "15" 0.27290337979661 "time" "BodyAcc" "mean()" "X"
"SITTING" "16" 0.280768574492754 "time" "BodyAcc" "mean()" "X"
"SITTING" "17" 0.2773570196875 "time" "BodyAcc" "mean()" "X"
"SITTING" "18" 0.27727001877193 "time" "BodyAcc" "mean()" "X"
"SITTING" "19" 0.273830316164384 "time" "BodyAcc" "mean()" "X"
"SITTING" "20" 0.278045439090909 "time" "BodyAcc" "mean()" "X"
"SITTING" "21" 0.277539616823529 "time" "BodyAcc" "mean()" "X"
"SITTING" "22" 0.273583822709677 "time" "BodyAcc" "mean()" "X"
"SITTING" "23" 0.273351251617647 "time" "BodyAcc" "mean()" "X"
"SITTING" "24" 0.273475690147059 "time" "BodyAcc" "mean()" "X"
"SITTING" "25" 0.278541482461538 "time" "BodyAcc" "mean()" "X"
"SITTING" "26" 0.258243530166667 "time" "BodyAcc" "mean()" "X"
"SITTING" "27" 0.273941302571429 "time" "BodyAcc" "mean()" "X"
"SITTING" "28" 0.276977629444444 "time" "BodyAcc" "mean()" "X"
"SITTING" "29" 0.2771799775 "time" "BodyAcc" "mean()" "X"
"SITTING" "30" 0.268336081379032 "time" "BodyAcc" "mean()" "X"
"STANDING" "1" 0.278917629056604 "time" "BodyAcc" "mean()" "X"
"STANDING" "2" 0.277911472222222 "time" "BodyAcc" "mean()" "X"
"STANDING" "3" 0.280046513278689 "time" "BodyAcc" "mean()" "X"
"STANDING" "4" 0.280499745892857 "time" "BodyAcc" "mean()" "X"
"STANDING" "5" 0.282544390892857 "time" "BodyAcc" "mean()" "X"
"STANDING" "6" 0.280346248596491 "time" "BodyAcc" "mean()" "X"
"STANDING" "7" 0.282723539433962 "time" "BodyAcc" "mean()" "X"
"STANDING" "8" 0.279620986111111 "time" "BodyAcc" "mean()" "X"
"STANDING" "9" 0.282310057333333 "time" "BodyAcc" "mean()" "X"
"STANDING" "10" 0.276650300681818 "time" "BodyAcc" "mean()" "X"
"STANDING" "11" 0.277715562765957 "time" "BodyAcc" "mean()" "X"
"STANDING" "12" 0.277405834918033 "time" "BodyAcc" "mean()" "X"
"STANDING" "13" 0.277758431052632 "time" "BodyAcc" "mean()" "X"
"STANDING" "14" 0.280545613833333 "time" "BodyAcc" "mean()" "X"
"STANDING" "15" 0.278915803962264 "time" "BodyAcc" "mean()" "X"
"STANDING" "16" 0.283497402948718 "time" "BodyAcc" "mean()" "X"
"STANDING" "17" 0.277942503333333 "time" "BodyAcc" "mean()" "X"
"STANDING" "18" 0.278458805890411 "time" "BodyAcc" "mean()" "X"
"STANDING" "19" 0.27817226 "time" "BodyAcc" "mean()" "X"
"STANDING" "20" 0.278076904657534 "time" "BodyAcc" "mean()" "X"
"STANDING" "21" 0.27695224258427 "time" "BodyAcc" "mean()" "X"
"STANDING" "22" 0.279053861587302 "time" "BodyAcc" "mean()" "X"
"STANDING" "23" 0.277899323235294 "time" "BodyAcc" "mean()" "X"
"STANDING" "24" 0.280348883913043 "time" "BodyAcc" "mean()" "X"
"STANDING" "25" 0.278013701621622 "time" "BodyAcc" "mean()" "X"
"STANDING" "26" 0.281127035405405 "time" "BodyAcc" "mean()" "X"
"STANDING" "27" 0.279566921625 "time" "BodyAcc" "mean()" "X"
"STANDING" "28" 0.277795069113924 "time" "BodyAcc" "mean()" "X"
"STANDING" "29" 0.277965065846154 "time" "BodyAcc" "mean()" "X"
"STANDING" "30" 0.277112699152542 "time" "BodyAcc" "mean()" "X"
"LAYING" "1" 0.22159824394 "time" "BodyAcc" "mean()" "X"
"LAYING" "2" 0.281373403958333 "time" "BodyAcc" "mean()" "X"
"LAYING" "3" 0.275516852741935 "time" "BodyAcc" "mean()" "X"
"LAYING" "4" 0.263559214981481 "time" "BodyAcc" "mean()" "X"
"LAYING" "5" 0.278334325576923 "time" "BodyAcc" "mean()" "X"
"LAYING" "6" 0.248656520140351 "time" "BodyAcc" "mean()" "X"
"LAYING" "7" 0.250176694038462 "time" "BodyAcc" "mean()" "X"
"LAYING" "8" 0.261254282907407 "time" "BodyAcc" "mean()" "X"
"LAYING" "9" 0.2591955368 "time" "BodyAcc" "mean()" "X"
"LAYING" "10" 0.280230574137931 "time" "BodyAcc" "mean()" "X"
"LAYING" "11" 0.280592970877193 "time" "BodyAcc" "mean()" "X"
"LAYING" "12" 0.260113433 "time" "BodyAcc" "mean()" "X"
"LAYING" "13" 0.276716360483871 "time" "BodyAcc" "mean()" "X"
"LAYING" "14" 0.233275439803922 "time" "BodyAcc" "mean()" "X"
"LAYING" "15" 0.2894756525 "time" "BodyAcc" "mean()" "X"
"LAYING" "16" 0.274227162571429 "time" "BodyAcc" "mean()" "X"
"LAYING" "17" 0.269780085577465 "time" "BodyAcc" "mean()" "X"
"LAYING" "18" 0.274691576923077 "time" "BodyAcc" "mean()" "X"
"LAYING" "19" 0.272653733493976 "time" "BodyAcc" "mean()" "X"
"LAYING" "20" 0.239507882205882 "time" "BodyAcc" "mean()" "X"
"LAYING" "21" 0.271325472455556 "time" "BodyAcc" "mean()" "X"
"LAYING" "22" 0.279959721194444 "time" "BodyAcc" "mean()" "X"
"LAYING" "23" 0.274038007986111 "time" "BodyAcc" "mean()" "X"
"LAYING" "24" 0.272850494930556 "time" "BodyAcc" "mean()" "X"
"LAYING" "25" 0.250791828613699 "time" "BodyAcc" "mean()" "X"
"LAYING" "26" 0.271645864540789 "time" "BodyAcc" "mean()" "X"
"LAYING" "27" 0.274102492432432 "time" "BodyAcc" "mean()" "X"
"LAYING" "28" 0.2759134825 "time" "BodyAcc" "mean()" "X"
"LAYING" "29" 0.287295196811594 "time" "BodyAcc" "mean()" "X"
"LAYING" "30" 0.281033900571429 "time" "BodyAcc" "mean()" "X"
"WALKING" "1" -0.0173838185273684 "time" "BodyAcc" "mean()" "Y"
"WALKING" "2" -0.0185949199145763 "time" "BodyAcc" "mean()" "Y"
"WALKING" "3" -0.0171767844203448 "time" "BodyAcc" "mean()" "Y"
"WALKING" "4" -0.0148399475341667 "time" "BodyAcc" "mean()" "Y"
"WALKING" "5" -0.0172850317482679 "time" "BodyAcc" "mean()" "Y"
"WALKING" "6" -0.0168954189082456 "time" "BodyAcc" "mean()" "Y"
"WALKING" "7" -0.018653665345614 "time" "BodyAcc" "mean()" "Y"
"WALKING" "8" -0.0186628865310417 "time" "BodyAcc" "mean()" "Y"
"WALKING" "9" -0.0180891971284423 "time" "BodyAcc" "mean()" "Y"
"WALKING" "10" -0.017022351190566 "time" "BodyAcc" "mean()" "Y"
"WALKING" "11" -0.0166475833623729 "time" "BodyAcc" "mean()" "Y"
"WALKING" "12" -0.015560927606 "time" "BodyAcc" "mean()" "Y"
"WALKING" "13" -0.0185660651947368 "time" "BodyAcc" "mean()" "Y"
"WALKING" "14" -0.0217785380966102 "time" "BodyAcc" "mean()" "Y"
"WALKING" "15" -0.0170809740090741 "time" "BodyAcc" "mean()" "Y"
"WALKING" "16" -0.0204286929452941 "time" "BodyAcc" "mean()" "Y"
"WALKING" "17" -0.0184875403339344 "time" "BodyAcc" "mean()" "Y"
"WALKING" "18" -0.0178023631866071 "time" "BodyAcc" "mean()" "Y"
"WALKING" "19" -0.0191773587903846 "time" "BodyAcc" "mean()" "Y"
"WALKING" "20" -0.021199992245098 "time" "BodyAcc" "mean()" "Y"
"WALKING" "21" -0.0181610317526923 "time" "BodyAcc" "mean()" "Y"
"WALKING" "22" -0.0167213607957174 "time" "BodyAcc" "mean()" "Y"
"WALKING" "23" -0.0183618711932203 "time" "BodyAcc" "mean()" "Y"
"WALKING" "24" -0.0225446400534483 "time" "BodyAcc" "mean()" "Y"
"WALKING" "25" -0.0186477624716216 "time" "BodyAcc" "mean()" "Y"
"WALKING" "26" -0.0154259586949153 "time" "BodyAcc" "mean()" "Y"
"WALKING" "27" -0.0166478783221912 "time" "BodyAcc" "mean()" "Y"
"WALKING" "28" -0.0156759722981481 "time" "BodyAcc" "mean()" "Y"
"WALKING" "29" -0.0162915600588679 "time" "BodyAcc" "mean()" "Y"
"WALKING" "30" -0.0175880385730769 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "1" -0.0239531492643396 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "2" -0.0214121132045833 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "3" -0.0324109410555932 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "4" -0.0319804295729615 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "5" -0.0325269755153191 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "6" -0.0272425385070588 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "7" -0.0275639005607843 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "8" -0.0282415136341463 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "9" -0.0195101099975714 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "10" -0.0143854920340426 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "11" -0.0303157822055556 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "12" -0.0263574903403846 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "13" -0.0277392253910909 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "14" -0.0204388180024074 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "15" -0.0287523860708333 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "16" -0.0143654945011765 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "17" -0.0228645614308333 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "18" -0.0222060684378914 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "19" -0.0303986615775 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "20" -0.0282258047588235 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "21" -0.0237218695148936 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "22" -0.0268622561133333 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "23" -0.0323844029237255 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "24" -0.0251979434569492 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "25" -0.0269863524264615 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "26" -0.0281633797398182 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "27" -0.0200953324078431 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "28" -0.0279443943478431 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "29" -0.0299465312326531 "time" "BodyAcc" "mean()" "Y"
"WALKING_UPSTAIRS" "30" -0.0253311698786154 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "1" -0.00991850461020408 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "2" -0.0226614158361702 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "3" -0.0193554079328571 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "4" -0.00980200850666667 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "5" -0.00850107533191489 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "6" -0.019536840063125 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "7" -0.0166332372978723 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "8" -0.0211058674973684 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "9" -0.0203994269075476 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "10" -0.0200050770710526 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "11" -0.0178097721219565 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "12" -0.018084266865793 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "13" -0.0143723839108511 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "14" -0.0200141413657778 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "15" -0.00563047804309524 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "16" -0.0183898583787234 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "17" -0.0167359404347826 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "18" -0.0168666920221818 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "19" -0.0145942275069487 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "20" -0.00964120773155556 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "21" -0.0173195390157778 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "22" -0.0197999371686389 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "23" -0.0162111457238889 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "24" -0.0145730348310909 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "25" -0.0210170522987931 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "26" -0.01262580966778 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "27" -0.0135564467159091 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "28" -0.0220230465913043 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "29" -0.01494121505625 "time" "BodyAcc" "mean()" "Y"
"WALKING_DOWNSTAIRS" "30" -0.0174383900204839 "time" "BodyAcc" "mean()" "Y"
"SITTING" "1" -0.00130828765170213 "time" "BodyAcc" "mean()" "Y"
"SITTING" "2" -0.0156879937282609 "time" "BodyAcc" "mean()" "Y"
"SITTING" "3" -0.00350299841730769 "time" "BodyAcc" "mean()" "Y"
"SITTING" "4" -0.007163065158 "time" "BodyAcc" "mean()" "Y"
"SITTING" "5" -0.00990083527045455 "time" "BodyAcc" "mean()" "Y"
"SITTING" "6" -0.0145911615290909 "time" "BodyAcc" "mean()" "Y"
"SITTING" "7" -0.01461097580375 "time" "BodyAcc" "mean()" "Y"
"SITTING" "8" -0.00672550621304348 "time" "BodyAcc" "mean()" "Y"
"SITTING" "9" -0.02701677698 "time" "BodyAcc" "mean()" "Y"
"SITTING" "10" -0.015042681852037 "time" "BodyAcc" "mean()" "Y"
"SITTING" "11" -0.0149195616754717 "time" "BodyAcc" "mean()" "Y"
"SITTING" "12" -0.0157892988523529 "time" "BodyAcc" "mean()" "Y"
"SITTING" "13" -0.00587732936326531 "time" "BodyAcc" "mean()" "Y"
"SITTING" "14" -0.00870565463888889 "time" "BodyAcc" "mean()" "Y"
"SITTING" "15" -0.0117188472271186 "time" "BodyAcc" "mean()" "Y"
"SITTING" "16" -0.0102497939956522 "time" "BodyAcc" "mean()" "Y"
"SITTING" "17" -0.014156274084375 "time" "BodyAcc" "mean()" "Y"
"SITTING" "18" -0.0128691279736842 "time" "BodyAcc" "mean()" "Y"
"SITTING" "19" -0.016739260030137 "time" "BodyAcc" "mean()" "Y"
"SITTING" "20" -0.0147229305131818 "time" "BodyAcc" "mean()" "Y"
"SITTING" "21" -0.0144009705494118 "time" "BodyAcc" "mean()" "Y"
"SITTING" "22" -0.0123468446419355 "time" "BodyAcc" "mean()" "Y"
"SITTING" "23" -0.0133945015676471 "time" "BodyAcc" "mean()" "Y"
"SITTING" "24" -0.0131255097938235 "time" "BodyAcc" "mean()" "Y"
"SITTING" "25" -0.0147696808030769 "time" "BodyAcc" "mean()" "Y"
"SITTING" "26" -0.00713364541358974 "time" "BodyAcc" "mean()" "Y"
"SITTING" "27" -0.0155269799285714 "time" "BodyAcc" "mean()" "Y"
"SITTING" "28" -0.0185404441258333 "time" "BodyAcc" "mean()" "Y"
"SITTING" "29" -0.016630680375 "time" "BodyAcc" "mean()" "Y"
"SITTING" "30" -0.00804731295322581 "time" "BodyAcc" "mean()" "Y"
"STANDING" "1" -0.0161375901037736 "time" "BodyAcc" "mean()" "Y"
"STANDING" "2" -0.0184208270166667 "time" "BodyAcc" "mean()" "Y"
"STANDING" "3" -0.0143376555065574 "time" "BodyAcc" "mean()" "Y"
"STANDING" "4" -0.00948911098553571 "time" "BodyAcc" "mean()" "Y"
"STANDING" "5" -0.00700418554517857 "time" "BodyAcc" "mean()" "Y"
"STANDING" "6" -0.0181236327175439 "time" "BodyAcc" "mean()" "Y"
"STANDING" "7" -0.0145740341037736 "time" "BodyAcc" "mean()" "Y"
"STANDING" "8" -0.0148113067148148 "time" "BodyAcc" "mean()" "Y"
"STANDING" "9" -0.0200454954022222 "time" "BodyAcc" "mean()" "Y"
"STANDING" "10" -0.0155418603409091 "time" "BodyAcc" "mean()" "Y"
"STANDING" "11" -0.0171990886595745 "time" "BodyAcc" "mean()" "Y"
"STANDING" "12" -0.0169002543196721 "time" "BodyAcc" "mean()" "Y"
"STANDING" "13" -0.0167891993964912 "time" "BodyAcc" "mean()" "Y"
"STANDING" "14" -0.01520781344 "time" "BodyAcc" "mean()" "Y"
"STANDING" "15" -0.0183516360396226 "time" "BodyAcc" "mean()" "Y"
"STANDING" "16" -0.0165999672935897 "time" "BodyAcc" "mean()" "Y"
"STANDING" "17" -0.0174120064169231 "time" "BodyAcc" "mean()" "Y"
"STANDING" "18" -0.0166353518150685 "time" "BodyAcc" "mean()" "Y"
"STANDING" "19" -0.0154244056945205 "time" "BodyAcc" "mean()" "Y"
"STANDING" "20" -0.0180695049161644 "time" "BodyAcc" "mean()" "Y"
"STANDING" "21" -0.0167084730205618 "time" "BodyAcc" "mean()" "Y"
"STANDING" "22" -0.0158563207496825 "time" "BodyAcc" "mean()" "Y"
"STANDING" "23" -0.0177475547867647 "time" "BodyAcc" "mean()" "Y"
"STANDING" "24" -0.0144785340348986 "time" "BodyAcc" "mean()" "Y"
"STANDING" "25" -0.0163569730274324 "time" "BodyAcc" "mean()" "Y"
"STANDING" "26" -0.0166608306652703 "time" "BodyAcc" "mean()" "Y"
"STANDING" "27" -0.016593236445 "time" "BodyAcc" "mean()" "Y"
"STANDING" "28" -0.0172635124672152 "time" "BodyAcc" "mean()" "Y"
